calibdensity_B42	depth_calibdensity_B42
0.2841292	0.01844355
0.2854586	0.01859349
0.2858085	0.01874344
0.2844557	0.01889339
0.2839193	0.01904334
0.2826831	0.01919328
0.2805606	0.01934323
0.2820767	0.01949318
0.2794878	0.01964312
0.2797443	0.01979307
0.2786248	0.01994302
0.280584	0.02009297
0.2782516	0.02024291
0.2807706	0.02039286
0.2806306	0.02054281
0.2839193	0.02069276
0.2828697	0.0208427
0.2816336	0.02099265
0.2809805	0.0211426
0.2827764	0.02129255
0.2851554	0.0214425
0.2868114	0.02159244
0.2882808	0.02174239
0.2946015	0.02189234
0.2964674	0.02204229
0.3000593	0.02219223
0.2992896	0.02234218
0.3001992	0.02249213
0.2987065	0.02264208
0.299173	0.02279202
0.3007823	0.02294197
0.3025316	0.02309192
0.2994295	0.02324186
0.299826	0.02339181
0.3040709	0.02354176
0.3037211	0.02369171
0.3056803	0.02384165
0.3056103	0.0239916
0.307033	0.02414155
0.3066132	0.0242915
0.3051205	0.02444145
0.3023683	0.02459139
0.3043975	0.02474134
0.2991496	0.02489129
0.2960709	0.02504124
0.2960243	0.02519118
0.2950447	0.02534113
0.2881642	0.02549108
0.2897502	0.02564103
0.290963	0.02579097
0.293552	0.02594092
0.2888406	0.02609087
0.2869514	0.02624082
0.2847123	0.02639076
0.2801175	0.02654071
0.2793711	0.02669066
0.2771088	0.02684061
0.2820534	0.02699055
0.2815169	0.0271405
0.281377	0.02729045
0.2835927	0.0274404
0.283756	0.02759034
0.2841058	0.02774029
0.2899601	0.02789024
0.2906365	0.02804019
0.2896336	0.02819013
0.2902866	0.02834008
0.2862983	0.02849003
0.284619	0.02863998
0.2899835	0.02878992
0.2872779	0.02893987
0.287068	0.02908982
0.2922225	0.02923977
0.2915461	0.02938971
0.2904032	0.02953966
0.2905199	0.02968961
0.2931321	0.02983956
0.2966074	0.0299895
0.2946482	0.03013945
0.3025083	0.0302894
0.3009922	0.03043935
0.2994995	0.03058929
0.3000126	0.03073924
0.2991963	0.03088919
0.2999426	0.03103914
0.3060768	0.03118908
0.3074295	0.03133903
0.3107182	0.03148898
0.3120943	0.03163893
0.3152196	0.03178887
0.3120943	0.03193882
0.3073596	0.03208877
0.3097153	0.03223872
0.3065199	0.03238866
0.3056336	0.03253861
0.3082925	0.03268856
0.3100185	0.0328385
0.3114645	0.03298846
0.3128639	0.0331384
0.315966	0.03328835
0.3124908	0.0334383
0.3162925	0.03358825
0.315243	0.03373819
0.3219835	0.03388814
0.3250389	0.03403809
0.3249456	0.03418804
0.3274179	0.03433798
0.3220768	0.03448793
0.3226133	0.03463788
0.3246891	0.03478782
0.3218669	0.03493777
0.3213771	0.03508772
0.3202809	0.03523767
0.3221468	0.03538761
0.3230098	0.03553756
0.3186716	0.03568751
0.3192313	0.03583746
0.320001	0.0359874
0.3186249	0.03613735
0.3105549	0.0362873
0.3100885	0.03643725
0.3116978	0.03658719
0.3095053	0.03673714
0.3086424	0.03688709
0.3084091	0.03703704
0.3121643	0.03718698
0.3096453	0.03733693
0.3095753	0.03748688
0.3110214	0.03763683
0.3130972	0.03778677
0.3131905	0.03793672
0.3093188	0.03808667
0.3125608	0.03823662
0.3145899	0.03838656
0.3131438	0.03853651
0.3168523	0.03868646
0.3186716	0.03883641
0.3191381	0.03898636
0.3232664	0.0391363
0.3197678	0.03928625
0.3180651	0.0394362
0.3238961	0.03958615
0.3225666	0.03973609
0.323173	0.03988604
0.3217736	0.04003599
0.3229864	0.04018594
0.3204208	0.04033588
0.3224267	0.04048583
0.3252955	0.04063578
0.3297037	0.04078573
0.3310331	0.04093567
0.3307765	0.04108562
0.3322459	0.04123557
0.3326191	0.04138552
0.3333888	0.04153546
0.3338786	0.04168541
0.3352314	0.04183536
0.3377503	0.04198531
0.3361177	0.04213525
0.3374471	0.0422852
0.3347882	0.04243515
0.3374704	0.04258509
0.3413189	0.04273504
0.3363509	0.04288499
0.3415754	0.04303494
0.3436512	0.04318488
0.3454238	0.04333483
0.3470798	0.04348478
0.3454005	0.04363473
0.3518378	0.04378467
0.3504618	0.04393462
0.3527941	0.04408457
0.3537504	0.04423452
0.3516513	0.04438446
0.3521177	0.04453441
0.3548932	0.04468436
0.3550099	0.04483431
0.3529107	0.04498425
0.3567592	0.0451342
0.3575522	0.04528415
0.3566658	0.0454341
0.3589516	0.04558405
0.3582752	0.04573399
0.3562227	0.04588394
0.3627767	0.04603389
0.3606775	0.04618384
0.3609341	0.04633378
0.3641994	0.04648373
0.3640828	0.04663368
0.3672781	0.04678363
0.3635697	0.04693357
0.3688175	0.04708352
0.3682111	0.04723347
0.3679779	0.04738342
0.3704035	0.04753336
0.3689108	0.04768331
0.3711499	0.04783326
0.3707067	0.04798321
0.3694472	0.04813315
0.3730624	0.0482831
0.3722927	0.04843305
0.3726192	0.048583
0.3741353	0.04873294
0.3721761	0.04888289
0.3721994	0.04903284
0.374765	0.04918279
0.3738787	0.04933273
0.3716397	0.04948268
0.3691674	0.04963263
0.3705901	0.04978258
0.3697038	0.04993252
0.3686076	0.05008247
0.366765	0.05023242
0.3713598	0.05038236
0.3711732	0.05053231
0.3695638	0.05068226
0.3687242	0.05083221
0.3676746	0.05098215
0.3663219	0.05113211
0.3607008	0.05128205
0.3628	0.051432
0.361074	0.05158195
0.3624735	0.0517319
0.3612606	0.05188184
0.3605376	0.05203179
0.3592081	0.05218174
0.3586017	0.05233168
0.3570857	0.05248163
0.357109	0.05263158
0.3561294	0.05278153
0.3526775	0.05293147
0.3492956	0.05308142
0.3519778	0.05323137
0.3502052	0.05338132
0.3464501	0.05353126
0.3422285	0.05368121
0.3419253	0.05383116
0.3446308	0.05398111
0.3404326	0.05413105
0.339453	0.054281
0.3370273	0.05443095
0.3372139	0.0545809
0.3334121	0.05473084
0.3356979	0.05488079
0.3327124	0.05503074
0.3351847	0.05518069
0.3332722	0.05533063
0.3250389	0.05548058
0.3242459	0.05563053
0.3254355	0.05578048
0.3245025	0.05593042
0.3217736	0.05608037
0.3221235	0.05623032
0.3223101	0.05638027
0.320724	0.05653021
0.3175753	0.05668016
0.3175753	0.05683011
0.3155695	0.05698006
0.3138902	0.05713001
0.3126774	0.05727995
0.3126074	0.0574299
0.3108348	0.05757985
0.3127707	0.0577298
0.307243	0.05787974
0.3054937	0.05802969
0.3065666	0.05817964
0.3051671	0.05832959
0.3057269	0.05847953
0.3014587	0.05862948
0.3049106	0.05877943
0.3033013	0.05892938
0.2996161	0.05907932
0.3033946	0.05922927
0.3048639	0.05937922
0.3070797	0.05952916
0.303861	0.05967911
0.3065199	0.05982906
0.304724	0.05997901
0.3038843	0.06012895
0.300619	0.0602789
0.2997561	0.06042885
0.3031147	0.0605788
0.3031846	0.06072874
0.300759	0.06087869
0.2974004	0.06102864
0.3036511	0.06117859
0.3053537	0.06132853
0.3028581	0.06147848
0.3004791	0.06162843
0.2986365	0.06177838
0.2998493	0.06192832
0.2987998	0.06207827
0.299033	0.06222822
0.2996394	0.06237817
0.2993129	0.06252812
0.2951146	0.06267806
0.2988931	0.06282801
0.2985199	0.06297795
0.2980301	0.06312791
0.3029747	0.06327786
0.3059601	0.0634278
0.305447	0.06357775
0.3129806	0.06372769
0.3188582	0.06387764
0.3212372	0.06402759
0.3174587	0.06417754
0.3145899	0.06432749
0.3005957	0.06447744
0.3017152	0.06462738
0.3032546	0.06477733
0.2981934	0.06492727
0.2990797	0.06507722
0.3001526	0.06522717
0.2989397	0.06537712
0.2981934	0.06552707
0.2952313	0.06567701
0.2981934	0.06582696
0.2984499	0.06597691
0.2966774	0.06612685
0.2984966	0.0662768
0.3012721	0.06642675
0.2990564	0.0665767
0.2999426	0.06672665
0.3016219	0.06687659
0.2981001	0.06702654
0.3008289	0.06717649
0.3002459	0.06732643
0.3010622	0.06747638
0.3034179	0.06762633
0.3036045	0.06777628
0.3067065	0.06792623
0.3118144	0.06807617
0.3110914	0.06822612
0.3156162	0.06837607
0.3121876	0.06852601
0.3100185	0.06867597
0.307103	0.06882591
0.3079893	0.06897586
0.3110681	0.06912581
0.3158261	0.06927575
0.3186016	0.0694257
0.318345	0.06957565
0.3151264	0.0697256
0.3134704	0.06987555
0.3137503	0.07002549
0.3141234	0.07017544
0.3110914	0.07032539
0.3056336	0.07047533
0.3082925	0.07062528
0.3062634	0.07077523
0.3053304	0.07092518
0.3060535	0.07107513
0.3051671	0.07122507
0.3061701	0.07137502
0.3043508	0.07152496
0.3057503	0.07167491
0.3066132	0.07182486
0.3082925	0.07197481
0.307173	0.07212476
0.3054937	0.07227471
0.3066832	0.07242465
0.3089223	0.0725746
0.3085024	0.07272454
0.3141468	0.07287449
0.3119543	0.07302444
0.3144733	0.07317439
0.3159893	0.07332434
0.3172955	0.07347428
0.3180885	0.07362423
0.3217736	0.07377418
0.3226366	0.07392412
0.3208173	0.07407407
0.3268815	0.07422403
0.3289573	0.07437397
0.329587	0.07452392
0.3262051	0.07467386
0.3303567	0.07482381
0.3290506	0.07497376
0.3311498	0.0751237
0.3282809	0.07527366
0.326485	0.0754236
0.3319194	0.07557355
0.3310098	0.0757235
0.3298903	0.07587344
0.3360244	0.07602339
0.3357911	0.07617334
0.3345783	0.07632329
0.3381702	0.07647324
0.3349282	0.07662318
0.3388232	0.07677313
0.3352547	0.07692308
0.3354646	0.07707302
0.3350914	0.07722297
0.3359777	0.07737292
0.3370506	0.07752287
0.3380536	0.07767282
0.3349282	0.07782276
0.3359544	0.07797271
0.337004	0.07812266
0.3361877	0.0782726
0.3351614	0.07842255
0.3349048	0.0785725
0.3374471	0.07872245
0.3334821	0.0788724
0.3366308	0.07902234
0.33852	0.07917229
0.3402926	0.07932223
0.3413422	0.07947218
0.3418786	0.07962213
0.3421119	0.07977208
0.3403159	0.07992203
0.3387999	0.08007198
0.3381468	0.08022192
0.3415987	0.08037187
0.3367941	0.08052181
0.3363509	0.08067176
0.3367008	0.08082172
0.3401527	0.08097166
0.3425784	0.08112161
0.3451673	0.08127155
0.3389865	0.0814215
0.3398961	0.08157145
0.3357678	0.0817214
0.3339252	0.08187135
0.3363742	0.0820213
0.3368874	0.08217124
0.3357212	0.08232119
0.339453	0.08247113
0.3405725	0.08262108
0.3387299	0.08277103
0.3377737	0.08292098
0.3358145	0.08307093
0.3367707	0.08322087
0.3398961	0.08337082
0.3403393	0.08352077
0.3381235	0.08367071
0.3383801	0.08382066
0.342625	0.08397061
0.3440011	0.08412056
0.3415521	0.08427051
0.3378203	0.08442045
0.3420886	0.0845704
0.3419953	0.08472035
0.3394763	0.08487029
0.33845	0.08502024
0.3395229	0.08517019
0.3355579	0.08532014
0.333762	0.08547009
0.3337387	0.08562003
0.333832	0.08576998
0.3335288	0.08591993
0.3332022	0.08606987
0.3311264	0.08621982
0.331313	0.08636977
0.3343218	0.08651972
0.3323626	0.08666967
0.3323859	0.08681961
0.3345783	0.08696956
0.3346016	0.0871195
0.3344151	0.08726946
0.3386366	0.08741941
0.3388232	0.08756935
0.3399894	0.0877193
0.3374238	0.08786925
0.3356979	0.08801919
0.3371672	0.08816914
0.3400128	0.08831909
0.337727	0.08846904
0.3349515	0.08861899
0.3357678	0.08876893
0.335278	0.08891888
0.3342518	0.08906882
0.3348582	0.08921877
0.3359311	0.08936872
0.3351147	0.08951867
0.3375871	0.08966862
0.335348	0.08981857
0.3366775	0.08996851
0.3345317	0.09011846
0.336141	0.0902684
0.340176	0.09041835
0.3392431	0.0905683
0.3396862	0.09071825
0.33845	0.0908682
0.3388932	0.09101814
0.3369807	0.09116809
0.3374005	0.09131804
0.3349048	0.09146798
0.3366541	0.09161793
0.337074	0.09176788
0.3404559	0.09191783
0.3363742	0.09206778
0.3380069	0.09221772
0.3376804	0.09236767
0.3415754	0.09251762
0.3355113	0.09266756
0.3369807	0.09281752
0.3396162	0.09296746
0.3363742	0.09311741
0.3372139	0.09326736
0.3380769	0.0934173
0.3399194	0.09356725
0.3398262	0.0937172
0.3405725	0.09386715
0.3389632	0.0940171
0.3418786	0.09416704
0.3399661	0.09431699
0.3392897	0.09446694
0.3397795	0.09461688
0.3393363	0.09476683
0.3408991	0.09491678
0.3401993	0.09506673
0.3410856	0.09521668
0.3422985	0.09536662
0.3401294	0.09551657
0.3425317	0.09566652
0.3440244	0.09581646
0.3392431	0.09596641
0.3386366	0.09611636
0.3408757	0.09626631
0.3392431	0.09641626
0.3417853	0.0965662
0.3413655	0.09671615
0.3360943	0.09686609
0.341902	0.09701604
0.3408057	0.09716599
0.3402227	0.09731594
0.3397562	0.09746589
0.3398262	0.09761584
0.3375171	0.09776578
0.3376337	0.09791573
0.3364909	0.09806567
0.3387066	0.09821562
0.3433947	0.09836558
0.3398728	0.09851552
0.335348	0.09866547
0.3394763	0.09881541
0.3408057	0.09896536
0.339313	0.09911531
0.3412256	0.09926526
0.3392897	0.09941521
0.3397562	0.09956516
0.3397795	0.0997151
0.3398495	0.09986505
0.337727	0.100015
0.3367241	0.1001649
0.3391498	0.1003149
0.3364442	0.1004648
0.335348	0.1006148
0.3381235	0.1007647
0.3370973	0.1009147
0.33845	0.1010646
0.337797	0.1012146
0.337074	0.1013645
0.3412256	0.1015145
0.3417154	0.1016644
0.3374938	0.1018144
0.3397329	0.1019643
0.3415754	0.1021143
0.3363976	0.1022642
0.3381235	0.1024142
0.3371206	0.1025641
0.3371439	0.102714
0.3335521	0.102864
0.3333655	0.1030139
0.3323159	0.1031639
0.3327124	0.1033138
0.3359078	0.1034638
0.3360477	0.1036137
0.3367941	0.1037637
0.3348815	0.1039136
0.335278	0.1040636
0.3360943	0.1042135
0.3371439	0.1043635
0.3341818	0.1045134
0.332969	0.1046634
0.3342985	0.1048133
0.3355346	0.1049633
0.3347649	0.1051132
0.3335521	0.1052632
0.3342518	0.1054131
0.3350448	0.1055631
0.3325258	0.105713
0.3307532	0.1058629
0.3326425	0.1060129
0.3333655	0.1061628
0.3343684	0.1063128
0.3327824	0.1064627
0.33052	0.1066127
0.3272313	0.1067626
0.332036	0.1069126
0.3287008	0.1070625
0.327348	0.1072125
0.3267416	0.1073624
0.3277911	0.1075124
0.3271381	0.1076623
0.3268815	0.1078123
0.3281177	0.1079622
0.3270214	0.1081122
0.3237328	0.1082621
0.3243392	0.1084121
0.3270214	0.108562
0.3251089	0.108712
0.3251555	0.1088619
0.3231497	0.1090118
0.3246424	0.1091618
0.3218669	0.1093117
0.3238961	0.1094617
	0.1096116
	0.1097616
	0.1099115
	0.1100615
	0.1102114
	0.1103614
	0.1105113
	0.1106613
	0.1108112
	0.1109612
	0.1111111
	0.1112611
	0.111411
	0.111561
	0.1117109
	0.1118608
	0.1120108
	0.1121607
	0.1123107
	0.1124606
	0.1126106
	0.1127605
	0.1129105
	0.1130604
	0.1132104
	0.1133603
	0.1135103
	0.1136602
	0.1138102
	0.1139601
	0.1141101
	0.11426
	0.11441
	0.1145599
	0.1147099
	0.1148598
	0.1150097
	0.1151597
	0.1153096
	0.1154596
	0.1156095
	0.1157595
	0.1159094
	0.1160594
	0.1162093
	0.1163593
	0.1165092
	0.1166592
	0.1168091
	0.1169591
	0.117109
	0.117259
	0.1174089
	0.1175589
	0.1177088
	0.1178588
	0.1180087
	0.1181586
	0.1183086
	0.1184585
	0.1186085
	0.1187584
	0.1189084
	0.1190583
	0.1192083
	0.1193582
	0.1195082
	0.1196581
	0.1198081
	0.119958
	0.120108
	0.1202579
	0.1204079
	0.1205578
	0.1207078
	0.1208577
	0.1210076
	0.1211576
	0.1213075
	0.1214575
	0.1216074
	0.1217574
	0.1219073
	0.1220573
	0.1222072
	0.1223572
	0.1225071
	0.1226571
	0.122807
	0.122957
	0.1231069
	0.1232569
	0.1234068
	0.1235568
	0.1237067
	0.1238566
	0.1240066
	0.1241565
	0.1243065
	0.1244564
	0.1246064
	0.1247563
	0.1249063
	0.1250562
	0.1252062
	0.1253561
	0.1255061
	0.125656
	0.125806
	0.1259559
	0.1261059
	0.1262558
	0.1264058
	0.1265557
	0.1267056
	0.1268556
	0.1270055
	0.1271555
	0.1273054
	0.1274554
	0.1276053
	0.1277553
	0.1279052
	0.1280552
	0.1282051
	0.1283551
	0.128505
	0.128655
	0.1288049
	0.1289549
	0.1291048
	0.1292548
	0.1294047
	0.1295547
	0.1297046
	0.1298545
	0.1300045
	0.1301544
	0.1303044
	0.1304543
	0.1306043
	0.1307542
	0.1309042
	0.1310541
	0.1312041
	0.131354
	0.131504
	0.1316539
	0.1318039
	0.1319538
	0.1321038
	0.1322537
	0.1324037
	0.1325536
	0.1327036
	0.1328535
	0.1330034
	0.1331534
	0.1333033
	0.1334533
	0.1336032
	0.1337532
	0.1339031
	0.1340531
	0.134203
	0.134353
	0.1345029
	0.1346529
	0.1348028
	0.1349528
	0.1351027
	0.1352527
	0.1354026
	0.1355526
	0.1357025
	0.1358525
	0.1360024
	0.1361523
	0.1363023
	0.1364522
	0.1366022
	0.1367521
	0.1369021
	0.137052
	0.137202
	0.1373519
	0.1375019
	0.1376518
	0.1378018
	0.1379517
	0.1381017
	0.1382516
	0.1384016
	0.1385515
	0.1387015
	0.1388514
	0.1390014
	0.1391513
	0.1393012
	0.1394512
0.315173	0.1396011
0.3185083	0.1397511
0.3186716	0.139901
0.3231497	0.140051
0.3253188	0.1402009
0.3273247	0.1403509
0.3236162	0.1405008
0.31424	0.1406508
0.3102517	0.1408007
0.3125374	0.1409507
0.3061701	0.1411006
0.3026015	0.1412506
0.2984266	0.1414005
0.3002925	0.1415505
0.2991263	0.1417004
0.2988931	0.1418504
0.3011788	0.1420003
0.3033712	0.1421503
0.3063333	0.1423002
0.3045141	0.1424501
0.3004091	0.1426001
0.3026482	0.14275
0.3001526	0.1429
0.3069164	0.1430499
0.3028581	0.1431999
0.3030447	0.1433498
0.3016919	0.1434998
0.3019485	0.1436497
0.3047007	0.1437997
0.3050739	0.1439496
0.301552	0.1440996
0.3061234	0.1442495
0.3043975	0.1443995
0.3040943	0.1445494
0.3017852	0.1446993
0.3003625	0.1448493
0.2991496	0.1449993
0.297517	0.1451492
0.2962575	0.1452992
0.2937619	0.1454491
0.2947415	0.145599
0.2942517	0.145749
0.2910097	0.1458989
0.2934587	0.1460489
0.2906831	0.1461988
0.2891205	0.1463488
0.2913828	0.1464987
0.2890272	0.1466487
0.2889105	0.1467986
0.2886306	0.1469486
0.2876977	0.1470985
0.287721	0.1472485
0.2881175	0.1473984
0.2853187	0.1475484
0.2844791	0.1476983
0.2885374	0.1478482
0.2877677	0.1479982
0.2856452	0.1481481
0.285342	0.1482981
0.2873945	0.1484481
0.2862749	0.148598
0.285412	0.1487479
0.2852021	0.1488979
0.2822166	0.1490478
0.2822866	0.1491978
0.2824499	0.1493477
0.2829863	0.1494977
0.2819367	0.1496476
0.2775752	0.1497976
0.2803041	0.1499475
0.2819134	0.1500975
0.2777618	0.1502474
0.277272	0.1503974
0.283686	0.1505473
0.2816569	0.1506973
0.2837793	0.1508472
0.2810505	0.1509971
0.2834761	0.1511471
0.2798842	0.151297
0.2842924	0.151447
0.2821234	0.1515969
0.2832662	0.1517469
0.2842225	0.1518968
0.2834528	0.1520468
0.2836394	0.1521967
0.2865315	0.1523467
0.2823333	0.1524966
0.2873712	0.1526466
0.2834994	0.1527965
0.2850621	0.1529465
0.2862516	0.1530964
0.2843158	0.1532464
0.2826365	0.1533963
0.2856919	0.1535463
0.2856452	0.1536962
0.2832896	0.1538462
0.2819834	0.1539961
0.2841525	0.154146
0.2833362	0.154296
0.2880942	0.1544459
0.2853653	0.1545959
0.2872312	0.1547458
0.283686	0.1548958
0.2873945	0.1550457
0.2847823	0.1551957
0.2872545	0.1553456
0.284619	0.1554956
0.2866015	0.1556455
0.2864382	0.1557955
0.2876511	0.1559454
0.2885374	0.1560954
0.287068	0.1562453
0.2862516	0.1563953
0.2887473	0.1565452
0.2877444	0.1566952
0.2881642	0.1568451
0.2884207	0.1569951
0.2907531	0.157145
0.2872779	0.1572949
0.2892837	0.1574449
0.2858784	0.1575948
0.2874878	0.1577448
0.2853187	0.1578947
0.2864149	0.1580447
0.2880942	0.1581946
0.2897035	0.1583446
0.2879776	0.1584945
0.2879776	0.1586445
0.2891904	0.1587944
0.2927589	0.1589444
0.2906831	0.1590943
0.2895869	0.1592443
0.2884907	0.1593942
0.2919426	0.1595442
0.294345	0.1596941
0.2902167	0.1598441
0.2904966	0.159994
0.2891671	0.160144
0.29031	0.1602939
0.2876977	0.1604438
0.2880242	0.1605938
0.2889105	0.1607437
0.285482	0.1608937
0.2856452	0.1610436
0.2835694	0.1611936
0.2854586	0.1613435
0.2846423	0.1614935
0.286205	0.1616434
0.2882108	0.1617934
0.2874178	0.1619433
0.284619	0.1620933
0.2840126	0.1622432
0.2798609	0.1623932
0.2784382	0.1625431
0.2777852	0.1626931
0.2756394	0.162843
0.2747997	0.162993
0.2768289	0.1631429
0.2735869	0.1632928
0.273237	0.1634428
0.2740067	0.1635927
0.2756627	0.1637427
0.2753361	0.1638926
0.2812371	0.1640426
0.2796277	0.1641925
0.2776918	0.1643425
0.278065	0.1644924
0.2774586	0.1646424
0.2740533	0.1647923
0.2790213	0.1649423
0.2777152	0.1650922
0.2738434	0.1652422
0.2744499	0.1653921
0.2702982	0.1655421
0.2688755	0.165692
0.2677793	0.165842
0.2640242	0.1659919
0.2643974	0.1661419
0.2642341	0.1662918
0.2623215	0.1664417
0.2628813	0.1665917
0.2642574	0.1667416
0.2645606	0.1668916
0.2664032	0.1670415
0.2643507	0.1671915
0.2667764	0.1673414
0.2622283	0.1674914
0.2638376	0.1676413
0.2637676	0.1677913
0.2655402	0.1679412
0.2652137	0.1680912
0.2671962	0.1682411
0.2682691	0.1683911
0.2672895	0.168541
0.2675227	0.168691
0.2660767	0.1688409
0.2666598	0.1689909
0.2650271	0.1691408
0.2621583	0.1692908
0.2612486	0.1694407
0.2613653	0.1695906
0.2610854	0.1697406
0.2575868	0.1698905
0.2585198	0.1700405
0.2584265	0.1701904
0.2594994	0.1703404
0.2579833	0.1704903
0.2576101	0.1706403
0.2606422	0.1707902
0.2600358	0.1709402
0.2588696	0.1710901
0.2570271	0.1712401
0.2581233	0.17139
0.2573769	0.17154
0.2556043	0.1716899
0.2574469	0.1718399
0.2552778	0.1719898
0.2574935	0.1721397
0.2585431	0.1722897
0.2571203	0.1724396
0.2561641	0.1725896
0.2556743	0.1727395
0.2528055	0.1728895
0.2544615	0.1730394
0.2576101	0.1731894
0.2562807	0.1733393
0.2541116	0.1734893
0.2543681	0.1736392
0.2521291	0.1737892
0.2562574	0.1739391
0.2598492	0.1740891
0.2556043	0.174239
0.2545314	0.174389
0.2584265	0.1745389
0.257097	0.1746889
0.2596859	0.1748388
0.2579367	0.1749887
0.2583565	0.1751387
0.2597326	0.1752886
0.2595227	0.1754386
0.2580999	0.1755885
0.2573769	0.1757385
0.2546481	0.1758884
0.2564673	0.1760384
0.256304	0.1761883
0.2542282	0.1763383
0.2550679	0.1764882
0.2563273	0.1766382
0.2614819	0.1767881
0.2633711	0.1769381
0.2638842	0.177088
0.2625548	0.177238
0.262788	0.1773879
0.2626014	0.1775379
0.2614819	0.1776878
0.2623915	0.1778378
0.2630212	0.1779877
0.264444	0.1781376
0.2622982	0.1782876
0.2620183	0.1784375
0.2628346	0.1785875
0.2666364	0.1787374
0.2689688	0.1788874
0.2729105	0.1790373
0.2777152	0.1791873
0.28203	0.1793372
0.2824032	0.1794872
0.2807472	0.1796371
0.2822166	0.1797871
0.2855286	0.179937
0.284619	0.180087
0.2809571	0.1802369
0.2800475	0.1803869
0.2811671	0.1805368
0.2800009	0.1806868
0.2848056	0.1808367
0.2832662	0.1809867
0.2804907	0.1811366
0.2832896	0.1812865
0.2843624	0.1814365
0.2818668	0.1815864
0.2828231	0.1817364
0.2836394	0.1818863
0.2814936	0.1820363
0.2859484	0.1821862
0.2847356	0.1823362
0.2836161	0.1824861
0.2843391	0.1826361
0.2831729	0.182786
0.2874645	0.182936
0.2834761	0.1830859
0.2865082	0.1832359
0.2875578	0.1833858
0.2879309	0.1835358
0.2850388	0.1836857
0.2883974	0.1838357
0.2855286	0.1839856
0.285272	0.1841356
0.2849922	0.1842855
0.2827997	0.1844354
0.2859018	0.1845854
0.286205	0.1847353
0.2884907	0.1848853
0.2862283	0.1850352
0.2870446	0.1851852
0.2848522	0.1853351
0.2849922	0.1854851
0.2854353	0.185635
0.2859484	0.185785
0.2891438	0.1859349
0.2859018	0.1860849
0.2840825	0.1862348
0.2874178	0.1863848
0.2849688	0.1865347
0.2861583	0.1866847
0.2873245	0.1868346
0.2858318	0.1869846
0.2893304	0.1871345
0.2835228	0.1872845
0.2833595	0.1874344
0.2825898	0.1875843
0.2859251	0.1877343
0.2871846	0.1878842
0.2846889	0.1880342
0.2818901	0.1881841
0.2850854	0.1883341
0.2844791	0.188484
0.2819134	0.188634
0.2827531	0.1887839
0.282893	0.1889339
0.2830563	0.1890838
0.2814936	0.1892338
0.2852487	0.1893837
0.2837327	0.1895337
0.2832195	0.1896836
0.2811671	0.1898336
0.2813537	0.1899835
0.2803274	0.1901335
0.285272	0.1902834
0.2831029	0.1904334
0.280444	0.1905833
0.2861117	0.1907332
